,"Not enrolled in school","437,154","+/-3,832","433,322","440,986"
"C14003",.,"SCHOOL ENROLLMENT BY TYPE OF SCHOOL BY AGE FOR THE POPULATION 3 YEARS AND OVER",,,,
"C14003",.,"Universe: Population 3 years and over",,,,
"C14003",1.000,"Total:","565,102","+/-2,663","562,439","567,765"
"C14003",2.000,"Enrolled in public school:","115,692","+/-3,821","111,871","119,513"
"C14003",3.000,"3 and 4 years","4,949","+/-1,222","3,727","6,171"
"C14003",4.000,"5 to 9 years","27,905","+/-2,208","25,697","30,113"
"C14003",5
