","14,002 ","13,965 ","13,798 ","13,741 ","13,714 ","13,633 ","13,659 ","13,635 ","13,604 ","13,565 ","13,628 "
Logan,Arkansas,"20,557 ","20,574 ","20,655 ","20,956 ","21,088 ","21,381 ","21,577 ","21,828 ","21,965 ","22,017 ","22,223 ","22,486 "
Lonoke,Arkansas,"39,268 ","39,468 ","39,891 ","40,900 ","42,709 ","44,357 ","46,075 ","47,796 ","49,507 ","50,373 ","51,807 ","52,828 "
Madison,Arkansas,"11,618 ","11,654 ","12,093 ","12,462 ","12,749 ","13,257 ","13,263 ","13,459 ","13,587 ","13,837 ","14,003 ","1
