0US1220","1"," 34","           696","            52","         1,340"
"50000US1220","1"," 35","         2,559","         1,294","         3,824"
"50000US1220","1"," 36","         1,601","           174","         3,028"
"50000US1220","1"," 37","             N","             N","             N"
"50000US1220","1"," 38","             N","             N","             N"
"50000US1220","1"," 39","             N","             N","             N"
"50000US1220","1"," 40","             N","             N","  
