0US0630","1"," 34","         1,072","             0","         2,248"
"50000US0630","1"," 35","         4,874","           104","         9,644"
"50000US0630","1"," 36","             0","             0","           545"
"50000US0630","1"," 37","             N","             N","             N"
"50000US0630","1"," 38","             N","             N","             N"
"50000US0630","1"," 39","             N","             N","             N"
"50000US0630","1"," 40","             N","             N","  
