2","113","         7,563","         4,437","        10,689"
"50000US4215","2","114","         5,209","         3,241","         7,177"
"50000US4215","2","115","         8,396","         5,451","        11,341"
"50000US4215","2","116","        17,700","        12,507","        22,893"
"50000US4215","2","117","           477","             0","         1,177"
"50000US4215","2","118","         2,866","         1,257","         4,475"
"50000US4215","2","119","         2,632","         1,133","         4,1
