+/-320","229","869"
"B04006",71.000,"Slovene","167","+/-165","2","332"
"B04006",72.000,"Soviet Union","0","+/-292","0","292"
"B04006",73.000,"Subsaharan African:","1,661","+/-952","709","2,613"
"B04006",74.000,"Cape Verdean","0","+/-292","0","292"
"B04006",75.000,"Ethiopian","0","+/-292","0","292"
"B04006",76.000,"Ghanian","219","+/-263","0","482"
"B04006",77.000,"Kenyan","88","+/-145","0","233"
"B04006",78.000,"Liberian","0","+/-292","0","292"
"B04006",79.000,"Nigerian","76","+/-126","0","202"
"B04006",80.
