"425,311","422,026","418,066","412,379","406,559","401,519","400,541","400,541"
.18 to 24 years,"56,390","56,812","56,716","56,083","54,626","53,146","51,872","51,566","51,566"
.25 to 44 years,"175,863","178,192","180,252","182,657","184,735","186,699","188,856","189,250","189,250"
.45 to 64 years,"195,796","190,307","185,058","179,326","173,018","166,714","160,791","159,725","159,725"
.65 years and over,"110,437","109,933","109,669","109,007","108,500","107,932","107,582","107,398","107,398"
,,,,,,,,,
