STRY",,,,
"C04004",.,"Universe:  People reporting single ancestry",,,,
"C04004",1.000,"Total:","84,459","+/-5,798","78,661","90,257"
"C04004",2.000,"American","2,055","+/-858","1,197","2,913"
"C04004",3.000,"Arab","202","+/-252","0","454"
"C04004",4.000,"British","216","+/-345","0","561"
"C04004",5.000,"Czech","129","+/-162","0","291"
"C04004",6.000,"Danish","0","+/-292","0","292"
"C04004",7.000,"Dutch","196","+/-200","0","396"
"C04004",8.000,"English","2,143","+/-1,051","1,092","3,194"
"C04004",9.000,"Euro
