23 ","10,630 ","10,477 ","10,387 ","10,254 "
Montgomery,Arkansas,"7,841 ","7,858 ","7,902 ","8,038 ","8,143 ","8,314 ","8,466 ","8,640 ","8,780 ","8,948 ","9,089 ","9,245 "
Nevada,Arkansas,"10,101 ","10,076 ","10,020 ","9,999 ","10,016 ","10,107 ","10,049 ","10,021 ","10,091 ","10,008 ","10,066 ","9,955 "
Newton,Arkansas,"7,666 ","7,685 ","7,774 ","7,711 ","7,945 ","8,074 ","8,220 ","8,182 ","8,383 ","8,370 ","8,475 ","8,608 "
Ouachita,Arkansas,"30,574 ","30,420 ","30,026 ","29,913 ","29,741 ","29,670 ","29
