.2"
"450","Not Hispanic or Latino",294,"Median gross rent (dollars)","494","+/-14","492","+/-14"
"451","White alone, not Hispanic or Latino",1,"Total population","665,912","+/-4,758","623,318","+/-4,605"
"451","White alone, not Hispanic or Latino",2,"One race","98.6","+/-0.3","100.0","+/-0.1"
"451","White alone, not Hispanic or Latino",3,"Two races","1.4","+/-0.3","(X)","(X)"
"451","White alone, not Hispanic or Latino",4,"Three races","0.1","+/-0.1","(X)","(X)"
"451","White alone, not Hispanic or Latino",5,
