,          -127,          -102,          -125,          -153,          -199,          -185,          -263,          -249,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "36",             0,             0,             0,             0,             0,             0,             0,             0,
  "37",          -118,          -128,          -148,          -166,          -195,          -220,          -238,          -245,
  
