asins/sc/indian/1997/q2/,inq21997.tgz,1126812.nc,19970616,-17.3000,108.950,0.700000,759.400,6.33500,26.4690,,
woce-uot,./data/basins/sc/indian/1997/q2/,inq21997.tgz,1126813.nc,19970617,-18.3333,109.333,0.700000,759.400,6.10800,25.7830,,
woce-uot,./data/basins/sc/indian/1997/q2/,inq21997.tgz,1126814.nc,19970617,-19.3833,109.733,0.700000,759.400,6.24700,25.6280,,
woce-uot,./data/basins/sc/indian/1997/q2/,inq21997.tgz,1126815.nc,19970617,-20.3833,110.117,0.700000,759.400,6.06600,24.9630,,
woce-uot,./data/basin
