3 ","49,662 ","49,882 ","50,183 ","50,530 ","50,866 "
Cross,Arkansas,"19,225 ","19,232 ","19,209 ","19,257 ","19,328 ","19,112 ","19,299 ","19,444 ","19,567 ","19,614 ","19,589 ","19,526 "
Dallas,Arkansas,"9,614 ","9,605 ","9,614 ","9,634 ","9,649 ","9,635 ","9,660 ","9,519 ","9,423 ","9,357 ","9,272 ","9,210 "
Desha,Arkansas,"16,798 ","16,794 ","16,626 ","16,413 ","16,217 ","16,040 ","15,890 ","15,800 ","15,652 ","15,547 ","15,351 ","15,341 "
Drew,Arkansas,"17,369 ","17,378 ","17,508 ","17,469 ","17,791 ",
