1,045","1,045"
.Mossyrock city,Washington,495,490,486,486,486
.Napavine city,Washington,"1,408","1,397","1,391","1,391","1,361"
.Pe Ell town,Washington,664,660,657,657,657
.Toledo city,Washington,660,655,653,653,653
.Vader city,Washington,598,593,590,590,590
.Winlock city,Washington,"1,175","1,168","1,166","1,166","1,166"
.Balance of Lewis County,Washington,"41,672","41,177","40,761","40,701","40,843"
Lincoln County,Washington,"10,096","10,141","10,184","10,184","10,184"
.Almira town,Washington,295,298,302,
