upply,,,,,,,,,
Natural Gas Liquids Prod. (4),,,,"2,082","2,082",0,"2,141","2,263",-122
Other Liquids New Supply,,,,213,213,0,131,-43,174
Crude Oil Product Supplied,,,,0,0,0,0,0,0
Processing Gain,,,,"1,043","1,069",-26,"1,010","1,023",-13
Net Product Imports (5),,,,"1,817","1,952",-135,"1,916","1,727",189
 ,Gross Product Imports (5),,,"2,957","3,092",-135,"3,003","2,712",291
 ,Product Exports (5),,,"1,140","1,140",0,"1,087",985,102
Prod Stocks W/D or Added (6)(7),,,,-640,-658,18,-31,61,-92
,,,,,,,,,
