",41.000,"Speak other languages:","N","N","N","N"
"B16004",42.000,"Speak English ""very well""","N","N","N","N"
"B16004",43.000,"Speak English ""well""","N","N","N","N"
"B16004",44.000,"Speak English ""not well""","N","N","N","N"
"B16004",45.000,"Speak English ""not at all""","N","N","N","N"
"B16004",46.000,"65 years and over:","N","N","N","N"
"B16004",47.000,"Speak only English","N","N","N","N"
"B16004",48.000,"Speak Spanish:","N","N","N","N"
"B16004",49.000,"Speak English ""very well""","N","N","N","N"
"B
