2","113","         5,670","         3,524","         7,816"
"50000US4401","2","114","         7,335","         5,439","         9,231"
"50000US4401","2","115","        11,430","         9,170","        13,690"
"50000US4401","2","116","           461","            75","           847"
"50000US4401","2","117","        25,912","        20,178","        31,646"
"50000US4401","2","118","         7,233","         5,122","         9,344"
"50000US4401","2","119","           727","           267","         1,1
