eater than 15 ppm to 500 ppm sulfur,-,"1,183",317,0,46,-100,-,0,"1,646",438
,,Greater than 500 ppm sulfur,-,"1,014",82,0,-,-41,-,0,"1,137",226
,Residual Fuel Oile,,-,"1,630",0,0,-,-44,-,9,"1,665",347
,,Less than 0.31 percent sulfur,-,233,0,0,-,2,-,-,-,16
,,0.31 to 1.00 percent sulfur,-,414,0,0,-,-9,-,-,-,144
,,Greater than 1.00 percent sulfur,-,983,0,0,-,-37,-,-,-,187
,Petrochemical Feedstocks,,-,25,0,0,-,0,-,-,25,0
,,Naphtha for Petro. Feed. Use,-,0,0,0,-,0,-,-,0,0
,,Other Oils for Petro. Feed. Use
