 responsible for own grandchildren under 18 years",,,,
"DP02",49.0,"Who are female","59.6","+/-16.3","(X)","(X)"
"DP02",50.0,"Who are married","62.0","+/-25.3","(X)","(X)"
"DP02",50.3,,,,,
"DP02",50.5,"SCHOOL ENROLLMENT",,,,
"DP02",51.0,"Population 3 years and over enrolled in school","26,098","+/-2,913","100","(X)"
"DP02",52.0,"Nursery school, preschool","2,033","+/-701","7.8","+/-2.6"
"DP02",53.0,"Kindergarten","1,407","+/-547","5.4","+/-2.0"
"DP02",54.0,"Elementary school (grades 1-8)","12,371","+/-1,835
