0","3,937","3,858","3,836","3,836"
.Westport city,Washington,"2,179","2,175","2,145","2,137","2,137"
.Balance of Grays Harbor County,Washington,"26,902","26,767","25,582","25,563","25,578"
Island County,Washington,"75,050","73,348","71,843","71,558","71,558"
.Coupeville town,Washington,"1,764","1,748","1,726","1,723","1,723"
.Langley city,Washington,991,980,962,959,959
.Oak Harbor city,Washington,"20,573","20,188","19,759","19,686","19,795"
.Balance of Island County,Washington,"51,722","50,432","49,396","49
