2","113","        16,254","        11,417","        21,091"
"50000US4208","2","114","         9,096","         5,848","        12,344"
"50000US4208","2","115","        17,569","        11,992","        23,146"
"50000US4208","2","116","         3,975","         1,487","         6,463"
"50000US4208","2","117","         1,059","             0","         2,234"
"50000US4208","2","118","         5,262","         2,897","         7,627"
"50000US4208","2","119","         2,887","           681","         5,0
