n LF 52wks"," 11,372 "," 11,372 ", - , - , - , - , - , - , - , - , - , - , - 
"...Parent NILF 52wks lst yr caring for family, spouse NILF 1 or more wks"," 1,397 "," 1,397 ", - , - , - , - , - , - , - , - , - , - , - 
...Parent NILF 52wks lst yr for other reason," 1,113 "," 1,113 ", - , - , - , - , - , - , - , - , - , - , - 
..STAY AT HOME DAD,,,,,,,,,,,,,
"...Child 15 or over, or not with two parents"," 32,404 "," 8,402 ", 789 , 621 ," 5,769 "," 2,539 "," 7,443 ", 243 , 138 ," 1,495 ", 328 ," 1,255 "," 
