2.1","+/-2.7"
"DP04",22.0,"Built 1960 to 1969","372","+/-265","0.7","+/-0.5"
"DP04",23.0,"Built 1950 to 1959","0","+/-303","0.0","+/-0.4"
"DP04",24.0,"Built 1940 to 1949","278","+/-280","0.5","+/-0.5"
"DP04",25.0,"Built 1939 or earlier","126","+/-148","0.2","+/-0.3"
"DP04",25.3,,,,,
"DP04",25.5,"ROOMS",,,,
"DP04",26.0,"Total housing units","55,463","+/-2,958","100","(X)"
"DP04",27.0,"1 room","380","+/-361","0.7","+/-0.7"
"DP04",28.0,"2 rooms","1,111","+/-561","2.0","+/-1.0"
"DP04",29.0,"3 rooms","4,001","+/
