401","Mexican",138,"Male","51.0","+/-2.9","51.1","+/-3.2"
"401","Mexican",139,"Female","49.0","+/-2.9","48.9","+/-3.2"
"401","Mexican",140,"Entered 2000 or later","28.8","+/-3.8","30.9","+/-5.7"
"401","Mexican",141,"Entered 1990 to 1999","25.0","+/-2.4","25.0","+/-3.7"
"401","Mexican",142,"Entered before 1990","46.2","+/-2.9","44.0","+/-4.2"
"401","Mexican",143,"Foreign-born population excluding population born at sea","130,510","+/-7,225","77,993","+/-6,755"
"401","Mexican",144,"Europe","11.5","+/-1.6","N"
